name,category,ingredients,ingredients_str,label,no_numbers_units,processed_ingredients
Turkey Meatloaf,Miscellaneous,"['1 tblsp Olive Oil', '1 large Onion', '1 clove peeled crushed Garlic', '2 tblsp Worcestershire Sauce', '3 tsp Tomato Puree', '500g Turkey Mince', '1 large Eggs', '85g Breadcrumbs', '2 tblsp Barbeque Sauce', '800g Cannellini Beans', '2 tblsp Parsley']",1 tblsp Olive Oil | 1 large Onion | 1 clove peeled crushed Garlic | 2 tblsp Worcestershire Sauce | 3 tsp Tomato Puree | 500g Turkey Mince | 1 large Eggs | 85g Breadcrumbs | 2 tblsp Barbeque Sauce | 800g Cannellini Beans | 2 tblsp Parsley,Non-Meat, olive oil |  large onion |  clove peeled crushed garlic |  worcestershire sauce |  tomato puree |  turkey mince |  large eggs |  breadcrumbs |  barbeque sauce |  cannellini beans |  parsley,oliv oil larg onion clove peel crush garlic worcestershir sauc tomato pure turkey minc larg egg breadcrumb barbequ sauc cannellini bean parsley
Chilli prawn linguine,Pasta,"['280g Linguine Pasta', '200g Sugar Snap Peas', '2 tblsp Olive Oil', '2 cloves chopped Garlic Clove', '1 large Red Chilli', '24 Skinned King Prawns', '12 Cherry Tomatoes', 'Handful Basil Leaves', 'Leaves Lettuce', 'to serve Bread', '2 tbsp Fromage Frais', 'Grated Zest of 2 Lime', '2 tsp Caster Sugar']",280g Linguine Pasta | 200g Sugar Snap Peas | 2 tblsp Olive Oil | 2 cloves chopped Garlic Clove | 1 large Red Chilli | 24 Skinned King Prawns | 12 Cherry Tomatoes | Handful Basil Leaves | Leaves Lettuce | to serve Bread | 2 tbsp Fromage Frais | Grated Zest of 2 Lime | 2 tsp Caster Sugar,Non-Meat, linguine pasta |  sugar snap peas |  olive oil |  cloves chopped garlic clove |  large red chilli |  skinned king prawns |  cherry tomatoes | handful basil leaves | leaves lettuce | to serve bread |  fromage frais | grated zest of  lime |  caster sugar,linguin pasta sugar snap pea oliv oil clove chop garlic clove larg red chilli skin king prawn cherri tomato hand basil leav leav lettuc serv bread fromag frai grate zest lime caster sugar
Fettuccine Alfredo,Pasta,"['1 lb Fettuccine', '1/2 cup Heavy Cream', '1/2 cup Butter', '1/2 cup Parmesan', '2 tbsp Parsley', ' Black Pepper']",1 lb Fettuccine | 1/2 cup Heavy Cream | 1/2 cup Butter | 1/2 cup Parmesan | 2 tbsp Parsley |  Black Pepper,Non-Meat, fettuccine |  heavy cream |  butter |  parmesan |  parsley |  black pepper,fettuccin heavi cream butter parmesan parsley black pepper
Fettucine alfredo,Pasta,"['227g Clotted Cream', '25g Butter', '1 tsp Corn Flour', '100g Parmesan Cheese', 'Grated Nutmeg', '250g Fettuccine', 'Chopped Parsley']",227g Clotted Cream | 25g Butter | 1 tsp Corn Flour | 100g Parmesan Cheese | Grated Nutmeg | 250g Fettuccine | Chopped Parsley,Non-Meat, clotted cream |  butter |  corn flour |  parmesan cheese | grated nutmeg |  fettuccine | chopped parsley,clot cream butter corn flour parmesan chees grate nutmeg fettuccin chop parsley
Grilled Mac and Cheese Sandwich,Pasta,"['8 ounces (230 grams) Macaroni', '1/3 cup Plain Flour', '3/4 teaspoon Mustard Powder', '1/2 teaspoon Garlic powder', '1/2 teaspoon Kosher salt', '1/2 teaspoon Black pepper', '1/8 teaspoon Cayenne pepper', '6 tablespoons (85 grams) Butter', '1 1/2 cups (360 milliliters) Whole Milk', '1 cup (240 milliliters) Heavy Cream', '1 pound (455 grams) Monterey Jack Cheese', '4 tablespoons (55 grams) Butter', '1 teaspoon garlic powder', '16 slices square Bread', '8 slices mild Cheddar Cheese', '8 slices Colby Jack Cheese', '4 tablespoons (55 grams) Butter']",8 ounces (230 grams) Macaroni | 1/3 cup Plain Flour | 3/4 teaspoon Mustard Powder | 1/2 teaspoon Garlic powder | 1/2 teaspoon Kosher salt | 1/2 teaspoon Black pepper | 1/8 teaspoon Cayenne pepper | 6 tablespoons (85 grams) Butter | 1 1/2 cups (360 milliliters) Whole Milk | 1 cup (240 milliliters) Heavy Cream | 1 pound (455 grams) Monterey Jack Cheese | 4 tablespoons (55 grams) Butter | 1 teaspoon garlic powder | 16 slices square Bread | 8 slices mild Cheddar Cheese | 8 slices Colby Jack Cheese | 4 tablespoons (55 grams) Butter,Non-Meat, () macaroni |  plain flour |  mustard powder |  garlic powder |  kosher salt |  black pepper |  cayenne pepper |  () butter |   ( milliliters) whole milk |  ( milliliters) heavy cream |  () monterey jack cheese |  () butter |  garlic powder |  square bread |  mild cheddar cheese |  colby jack cheese |  () butter,macaroni plain flour mustard powder garlic powder kosher salt black pepper cayenn pepper butter millilit whole milk millilit heavi cream monterey jack chees butter garlic powder squar bread mild cheddar chees colbi jack chees butter
Lasagna Sandwiches,Pasta,"['1/4 cup Sour Cream', '2 tbs Chopped Onion', '1/2 tbs Dried Oregano', '1/4 tsp Salt', '8 slices Bread', '8 slices Bacon', '8 slices Tomato', '4 slices Mozzarella', '2 1/2 Tbs Butter']",1/4 cup Sour Cream | 2 tbs Chopped Onion | 1/2 tbs Dried Oregano | 1/4 tsp Salt | 8 slices Bread | 8 slices Bacon | 8 slices Tomato | 4 slices Mozzarella | 2 1/2 Tbs Butter,Non-Meat, sour cream |  chopped onion |  dried oregano |  salt |  bread |  bacon |  tomato |  mozzarella |   butter,sour cream chop onion dri oregano salt bread bacon tomato mozzarella butter
Lasagne,Pasta,"['1 tblsp Olive Oil', '2 Bacon', '1 finely chopped Onion', '1 Stick Celery', '1 medium Carrots', '2 cloves chopped Garlic', '500g Minced Beef', '1 tbls Tomato Puree', '800g Chopped Tomatoes', '1 tblsp Honey', '500g Lasagne Sheets', '400ml Creme Fraiche', '125g Mozzarella Balls', '50g Parmesan Cheese', 'Topping Basil Leaves']",1 tblsp Olive Oil | 2 Bacon | 1 finely chopped Onion | 1 Stick Celery | 1 medium Carrots | 2 cloves chopped Garlic | 500g Minced Beef | 1 tbls Tomato Puree | 800g Chopped Tomatoes | 1 tblsp Honey | 500g Lasagne Sheets | 400ml Creme Fraiche | 125g Mozzarella Balls | 50g Parmesan Cheese | Topping Basil Leaves,Meat, olive oil |  bacon |  finely chopped onion |  stick celery |  medium carrots |  cloves chopped garlic |  minced beef |  tbls tomato puree |  chopped tomatoes |  honey |  lasagne sheets |  creme fraiche |  mozzarella balls |  parmesan cheese | topping basil leaves,oliv oil bacon fine chop onion stick celeri medium carrot clove chop garlic minc beef tbl tomato pure chop tomato honey lasagn sheet creme fraich mozzarella ball parmesan chees top basil leav
Pilchard puttanesca,Pasta,"['300g Spaghetti', '1 tbls Olive Oil', '1 finely chopped Onion', '2 cloves minced Garlic', '1 Red Chilli', '1 tbls Tomato Puree', '425g Pilchards', '70g Black Olives', 'Shaved Parmesan']",300g Spaghetti | 1 tbls Olive Oil | 1 finely chopped Onion | 2 cloves minced Garlic | 1 Red Chilli | 1 tbls Tomato Puree | 425g Pilchards | 70g Black Olives | Shaved Parmesan,Non-Meat, spaghetti |  tbls olive oil |  finely chopped onion |  cloves minced garlic |  red chilli |  tbls tomato puree |  pilchards |  black olives | shaved parmesan,spaghetti tbl oliv oil fine chop onion clove minc garlic red chilli tbl tomato pure pilchard black oliv shave parmesan
Spaghetti alla Carbonara,Pasta,"['320g Spaghetti', '6 Egg Yolks', 'As required Salt', '150g Bacon', '50g Pecorino', 'As required Black Pepper']",320g Spaghetti | 6 Egg Yolks | As required Salt | 150g Bacon | 50g Pecorino | As required Black Pepper,Non-Meat, spaghetti |  egg yolks | as required salt |  bacon |  pecorino | as required black pepper,spaghetti egg yolk requir salt bacon pecorino requir black pepper
Venetian Duck Ragu,Pasta,"['1 tbls Olive Oil', '4 Duck Legs', '2 finely chopped Onions', '2 cloves minced Garlic', '2 tsp ground Cinnamon', '2 tsp Plain Flour', '250ml Red Wine', '800g Chopped Tomatoes', '1 Chicken Stock Cube', '3 sprigs Rosemary', '2 Bay Leaves', '1 tsp Sugar', '2 tbs Milk', '600g Paccheri Pasta', 'Grated Parmesan Cheese']",1 tbls Olive Oil | 4 Duck Legs | 2 finely chopped Onions | 2 cloves minced Garlic | 2 tsp ground Cinnamon | 2 tsp Plain Flour | 250ml Red Wine | 800g Chopped Tomatoes | 1 Chicken Stock Cube | 3 sprigs Rosemary | 2 Bay Leaves | 1 tsp Sugar | 2 tbs Milk | 600g Paccheri Pasta | Grated Parmesan Cheese,Meat, tbls olive oil |  duck legs |  finely chopped onions |  cloves minced garlic |  ground cinnamon |  plain flour |  red wine |  chopped tomatoes |  chicken stock cube |  sprigs rosemary |  bay leaves |  sugar |  milk |  paccheri pasta | grated parmesan cheese,tbl oliv oil duck leg fine chop onion clove minc garlic ground cinnamon plain flour red wine chop tomato chicken stock cube sprig rosemari bay leav sugar milk paccheri pasta grate parmesan chees
 Bubble & Squeak,Pork,"['1 tbs Butter', '4 Bacon', '1 finely sliced Onion', '1 chopped Garlic Clove', '20 Brussels Sprouts', '400g Potatoes']",1 tbs Butter | 4 Bacon | 1 finely sliced Onion | 1 chopped Garlic Clove | 20 Brussels Sprouts | 400g Potatoes,Meat, butter |  bacon |  finely sliced onion |  garlic clove |  brussels sprouts |  potatoes,butter bacon fine slice onion garlic clove brussel sprout potato
BBQ Pork Sloppy Joes,Pork,"['2 Potatoes', '1 Red Onions', '2 cloves Garlic', '1 Lime', '2 Bread', '1 lb Pork', ' Barbeque Sauce', ' Hotsauce', ' Tomato Ketchup', ' Sugar', ' Vegetable Oil', ' Salt', ' Pepper']",2 Potatoes | 1 Red Onions | 2 cloves Garlic | 1 Lime | 2 Bread | 1 lb Pork |  Barbeque Sauce |  Hotsauce |  Tomato Ketchup |  Sugar |  Vegetable Oil |  Salt |  Pepper,Meat, potatoes |  red onions |  cloves garlic |  lime |  bread |  pork |  barbeque sauce |  hotsauce |  tomato ketchup |  sugar |  vegetable oil |  salt |  pepper,potato red onion clove garlic lime bread pork barbequ sauc hotsauc tomato ketchup sugar veget oil salt pepper
Bigos (Hunters Stew),Pork,"['2 sliced Bacon', '1 lb Kielbasa', '1 lb Pork', '1/4 cup Flour', '3 chopped Garlic', '1 Diced Onion', '1 1/2 cup Mushrooms', '4 cups Cabbage', '1 Jar Sauerkraut', '1/4 cup Red Wine', '1 Bay Leaf', '1 tsp Basil', '1 tsp Marjoram', '1 tbs Paprika', '1/8 teaspoon Caraway Seed', '1 dash Hotsauce', '5 Cups Beef Stock', '2 tbs Tomato Puree', '1 cup Diced Tomatoes', '1 dash Worcestershire Sauce']",2 sliced Bacon | 1 lb Kielbasa | 1 lb Pork | 1/4 cup Flour | 3 chopped Garlic | 1 Diced Onion | 1 1/2 cup Mushrooms | 4 cups Cabbage | 1 Jar Sauerkraut | 1/4 cup Red Wine | 1 Bay Leaf | 1 tsp Basil | 1 tsp Marjoram | 1 tbs Paprika | 1/8 teaspoon Caraway Seed | 1 dash Hotsauce | 5 Cups Beef Stock | 2 tbs Tomato Puree | 1 cup Diced Tomatoes | 1 dash Worcestershire Sauce,Meat, sliced bacon |  kielbasa |  pork |  flour |  garlic |  diced onion |   mushrooms |  cabbage |  jar sauerkraut |  red wine |  bay leaf |  basil |  marjoram |  paprika |  caraway seed |  hotsauce |  beef stock |  tomato puree |  diced tomatoes |  worcestershire sauce,slice bacon kielbasa pork flour garlic dice onion mushroom cabbag jar sauerkraut red wine bay leaf basil marjoram paprika caraway seed hotsauc beef stock tomato pure dice tomato worcestershir sauc
Boxty Breakfast,Pork,"['4 large Potatoes', '1  bunch Spring Onions', '100g Plain Flour', '1 Egg White', '150ml Milk', '1 tsp Bicarbonate Of Soda', '3 tbs Butter', '2 tbs Vegetable Oil', '6 Cherry Tomatoes', '12 Bacon', '6 Egg']",4 large Potatoes | 1  bunch Spring Onions | 100g Plain Flour | 1 Egg White | 150ml Milk | 1 tsp Bicarbonate Of Soda | 3 tbs Butter | 2 tbs Vegetable Oil | 6 Cherry Tomatoes | 12 Bacon | 6 Egg,Meat, large potatoes |   bunch spring onions |  plain flour |  egg white |  milk |  bicarbonate of soda |  butter |  vegetable oil |  cherry tomatoes |  bacon |  egg,larg potato bunch spring onion plain flour egg white milk bicarbon soda butter veget oil cherri tomato bacon egg
Coddled pork with cider,Pork,"['Knob Butter', '2 Pork Chops', '4 Bacon', '2 Potatoes', '1 Carrots', '1/2 Swede', '1/2 Cabbage', '1 Bay Leaf', '100ml Cider', '100g Chicken Stock']",Knob Butter | 2 Pork Chops | 4 Bacon | 2 Potatoes | 1 Carrots | 1/2 Swede | 1/2 Cabbage | 1 Bay Leaf | 100ml Cider | 100g Chicken Stock,Meat,knob butter |  pork chops |  bacon |  potatoes |  carrots | / swede | / cabbage |  bay leaf |  cider |  chicken stock,knob butter pork chop bacon potato carrot swede cabbag bay leaf cider chicken stock
Crispy Sausages and Greens,Pork,"['1  bunch Kale', '8 Italian Fennel Sausages', '1 Head chopped Cabbage', '8 Garlic Clove', 'Sliced Onion', 'Sliced Shiitake Mushrooms', '1 cup Chicken Stock', ' Salt', ' Pepper']",1  bunch Kale | 8 Italian Fennel Sausages | 1 Head chopped Cabbage | 8 Garlic Clove | Sliced Onion | Sliced Shiitake Mushrooms | 1 cup Chicken Stock |  Salt |  Pepper,Meat,  bunch kale |  italian fennel sausages |  head chopped cabbage |  garlic clove | sliced onion | sliced shiitake mushrooms |  chicken stock |  salt |  pepper,bunch kale italian fennel sausag head chop cabbag garlic clove slice onion slice shiitak mushroom chicken stock salt pepper
Ham hock colcannon,Pork,"['800g Floury Potatoes', '50g Butter', '3 chopped Garlic Clove', '1 chopped Cabbage', '8 Spring Onions', '100ml Double Cream', '2 tbs Mustard', '180g Ham', '4 Eggs']",800g Floury Potatoes | 50g Butter | 3 chopped Garlic Clove | 1 chopped Cabbage | 8 Spring Onions | 100ml Double Cream | 2 tbs Mustard | 180g Ham | 4 Eggs,Meat, floury potatoes |  butter |  garlic clove |  cabbage |  spring onions |  double cream |  mustard |  ham |  eggs,flouri potato butter garlic clove cabbag spring onion doubl cream mustard ham egg
Hot and Sour Soup,Pork,"['1/3 cup Mushrooms', '1/3 cup Wood Ear Mushrooms', '2/3 Cup Tofu', '1/2 cup Pork', '2-1/2 cups Chicken Stock', '1/2 tsp Salt', '1/4 tsp Sugar', '1 tsp Sesame Seed Oil', '1/4 tsp Pepper', '1/2 tsp Hotsauce', '1-½ cups Vinegar', '1 tsp Soy Sauce', '1 tbs Cornstarch', '2 tbs Water', '1/4 cup Spring Onions']",1/3 cup Mushrooms | 1/3 cup Wood Ear Mushrooms | 2/3 Cup Tofu | 1/2 cup Pork | 2-1/2 cups Chicken Stock | 1/2 tsp Salt | 1/4 tsp Sugar | 1 tsp Sesame Seed Oil | 1/4 tsp Pepper | 1/2 tsp Hotsauce | 1-½ cups Vinegar | 1 tsp Soy Sauce | 1 tbs Cornstarch | 2 tbs Water | 1/4 cup Spring Onions,Meat, mushrooms |  wood ear mushrooms |  tofu |  pork | - chicken stock |  salt |  sugar |  sesame seed oil |  pepper |  hotsauce | - vinegar |  soy sauce |  cornstarch |  water |  spring onions,mushroom wood ear mushroom tofu pork chicken stock salt sugar sesam seed oil pepper hotsauc vinegar soy sauc cornstarch water spring onion
Japanese Katsudon,Pork,"['1 tbs Vegetable Oil', '1 large Onion', '1 chopped Pork', '150ml Vegetable Stock', '1 tbs Soy Sauce', '1 tsp Mirin', '1 tsp Sugar', '2 Beaten Eggs', '200g Sushi Rice', 'Chopped Chives']",1 tbs Vegetable Oil | 1 large Onion | 1 chopped Pork | 150ml Vegetable Stock | 1 tbs Soy Sauce | 1 tsp Mirin | 1 tsp Sugar | 2 Beaten Eggs | 200g Sushi Rice | Chopped Chives,Meat, vegetable oil |  large onion |  pork |  vegetable stock |  soy sauce |  mirin |  sugar |  beaten eggs |  sushi rice | chopped chives,veget oil larg onion pork veget stock soy sauc mirin sugar beaten egg sushi rice chop chive
Pork Cassoulet,Pork,"['4 tbsp Goose Fat', '350g Pork', '1 large Onion', '10 Garlic', '1 thinly sliced Carrots', '1 tsp Fennel Seeds', '2 tblsp Red Wine Vinegar', '600ml Vegetable Stock', '1 tblsp Tomato Puree', '2 sticks Rosemary', 'Handful Parsley', '400g Haricot Beans', '2 tblsp Breadcrumbs', 'drizzle Oil', 'to serve Bread', 'to serve Broccoli']",4 tbsp Goose Fat | 350g Pork | 1 large Onion | 10 Garlic | 1 thinly sliced Carrots | 1 tsp Fennel Seeds | 2 tblsp Red Wine Vinegar | 600ml Vegetable Stock | 1 tblsp Tomato Puree | 2 sticks Rosemary | Handful Parsley | 400g Haricot Beans | 2 tblsp Breadcrumbs | drizzle Oil | to serve Bread | to serve Broccoli,Meat, goose fat |  pork |  large onion |  garlic |  thinly sliced carrots |  fennel seeds |  red wine vinegar |  vegetable stock |  tomato puree |  sticks rosemary | handful parsley |  haricot beans |  breadcrumbs | drizzle oil | to serve bread | to serve broccoli,goos fat pork larg onion garlic thinli slice carrot fennel seed red wine vinegar veget stock tomato pure stick rosemari hand parsley haricot bean breadcrumb drizzl oil serv bread serv broccoli
Portuguese barbecued pork (Febras assadas),Pork,"['2 Pork', '200ml White Wine', '1/2 tsp Paprika', '2 Lemon', '1/2 Lemon Juice', 'Dash Olive Oil', 'To serve Mayonnaise', '1 kg Potatoes', 'For frying Vegetable Oil']",2 Pork | 200ml White Wine | 1/2 tsp Paprika | 2 Lemon | 1/2 Lemon Juice | Dash Olive Oil | To serve Mayonnaise | 1 kg Potatoes | For frying Vegetable Oil,Meat, pork |  white wine |  paprika |  lemon | / lemon juice | dash olive oil | to serve mayonnaise |  potatoes | for frying vegetable oil,pork white wine paprika lemon lemon juic dash oliv oil serv mayonnais potato fri veget oil
Skillet Apple Pork Chops with Roasted Sweet Potatoes & Zucchini,Pork,"['2 Potatoes', '1 Apples', '2 cloves Garlic', '1 Lemon', '2 Pork', '1 Zucchini', '1 Chicken Stock', '1 tbsp Vegetable Oil', '1 1/2 tsp Sugar', '2 tbsp Butter']",2 Potatoes | 1 Apples | 2 cloves Garlic | 1 Lemon | 2 Pork | 1 Zucchini | 1 Chicken Stock | 1 tbsp Vegetable Oil | 1 1/2 tsp Sugar | 2 tbsp Butter,Meat, potatoes |  apples |  cloves garlic |  lemon |  pork |  zucchini |  chicken stock |  vegetable oil |   sugar |  butter,potato appl clove garlic lemon pork zucchini chicken stock veget oil sugar butter
Stamppot,Pork,"['1.5kg Potatoes', '2 leaves Bay Leaf', '2 Shallots', '3 tbs Butter', '750g Kale', '2 Sausages', '500ml Milk', 'Grated Nutmeg', 'Pinch Salt', 'Pinch Pepper']",1.5kg Potatoes | 2 leaves Bay Leaf | 2 Shallots | 3 tbs Butter | 750g Kale | 2 Sausages | 500ml Milk | Grated Nutmeg | Pinch Salt | Pinch Pepper,Meat,. potatoes |  leaves bay leaf |  shallots |  butter |  kale |  sausages |  milk | grated nutmeg | pinch salt | pinch pepper,potato leav bay leaf shallot butter kale sausag milk grate nutmeg pinch salt pinch pepper
Sweet and Sour Pork,Pork,"['200g Pork', '1 Egg', 'Dash Water', '1/2 tsp Salt', '1 tsp Sugar', '10g Soy Sauce', '10g Starch', '30g Tomato Puree', '10g Vinegar', 'Dash Coriander']",200g Pork | 1 Egg | Dash Water | 1/2 tsp Salt | 1 tsp Sugar | 10g Soy Sauce | 10g Starch | 30g Tomato Puree | 10g Vinegar | Dash Coriander,Meat, pork |  egg | dash water |  salt |  sugar |  soy sauce |  starch |  tomato puree |  vinegar | dash coriander,pork egg dash water salt sugar soy sauc starch tomato pure vinegar dash coriand
Toad In The Hole,Pork,"['8 sausages', '3 tbsp vegetable oil', '100g plain flour', '2 medium eggs', '1 tbsp grated horseradish', '225ml milk', '200g cherry tomatoes']",8 sausages | 3 tbsp vegetable oil | 100g plain flour | 2 medium eggs | 1 tbsp grated horseradish | 225ml milk | 200g cherry tomatoes,Meat, sausages |  vegetable oil |  plain flour |  medium eggs |  grated horseradish |  milk |  cherry tomatoes,sausag veget oil plain flour medium egg grate horseradish milk cherri tomato
Tonkatsu pork,Pork,"['4 Pork Chops', '100g Flour', '2 Beaten Eggs', '100g Breadcrumbs', 'Fry Vegetable Oil', '2 tbs Tomato Ketchup', '2 tbs Worcestershire Sauce', '1 tbs Oyster Sauce', '2 tblsp Caster Sugar']",4 Pork Chops | 100g Flour | 2 Beaten Eggs | 100g Breadcrumbs | Fry Vegetable Oil | 2 tbs Tomato Ketchup | 2 tbs Worcestershire Sauce | 1 tbs Oyster Sauce | 2 tblsp Caster Sugar,Meat, pork chops |  flour |  beaten eggs |  breadcrumbs | fry vegetable oil |  tomato ketchup |  worcestershire sauce |  oyster sauce |  caster sugar,pork chop flour beaten egg breadcrumb fri veget oil tomato ketchup worcestershir sauc oyster sauc caster sugar
